Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
sensitivity	short-strong-or-mixed-structure	Pengo	Tamil	34	5	0	1	0	4	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Pengo	Telugu	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Pengo	Toda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Pengo	Tulu	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Pengo	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Tamil	Telugu	34	20	0	0	1	19	0	0/20	0.0	14	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Tamil	Toda	34	6	0	0	0	6	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Tamil	Tulu	34	13	0	0	0	13	0	0/13	0.0	21	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Tamil	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Telugu	Toda	34	6	0	1	0	5	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Telugu	Tulu	34	14	0	0	0	14	0	0/14	0.0	20	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Telugu	markodi	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Toda	Tulu	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Toda	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Tulu	markodi	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Brahui	142	2	0	0	0	2	0	0/2	0.0	140	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Gadaba	142	8	0	0	0	8	0	0/8	0.0	134	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Gondi	142	18	0	0	3	15	1	0/18	0.0	124	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Irula	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kannada	142	38	0	0	0	38	0	0/38	0.0	104	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kodagu	142	24	0	0	0	24	0	0/24	0.0	118	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kolami	142	7	0	0	0	7	0	0/7	0.0	135	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Konda	142	18	0	0	7	11	0	0/18	0.0	124	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Koraga	142	2	0	0	0	2	0	0/2	0.0	140	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kota	142	31	0	0	0	31	0	0/31	0.0	111	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kui	142	14	0	0	10	4	4	0/14	0.0	128	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kurux	142	5	0	0	0	5	0	0/5	0.0	137	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Kuwi	142	9	0	0	6	3	0	0/9	0.0	133	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Malayalam	142	37	0	0	0	37	0	0/37	0.0	105	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Malto	142	4	0	0	0	4	0	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Manda	142	4	0	0	2	2	0	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Naiki	142	6	0	0	0	6	0	0/6	0.0	136	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Naikri	142	8	0	0	0	8	0	0/8	0.0	134	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Parji	142	11	0	0	0	11	0	0/11	0.0	131	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Pengo	142	7	0	0	5	2	1	0/7	0.0	135	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Tamil	142	39	0	0	0	39	0	0/39	0.0	103	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Telugu	142	36	0	0	10	26	7	0/36	0.0	106	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Toda	142	27	0	0	0	27	0	0/27	0.0	115	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	Tulu	142	33	0	0	0	33	0	0/33	0.0	109	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Badaga	markodi	142	4	0	0	0	4	0	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Gadaba	142	2	0	0	0	2	0	0/2	0.0	140	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Gondi	142	3	0	0	1	2	0	0/3	0.0	139	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Kannada	142	6	0	0	0	6	0	0/6	0.0	136	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Kodagu	142	4	0	0	0	4	0	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Kolami	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Konda	142	4	0	0	2	2	1	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Koraga	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Kota	142	5	0	0	0	5	0	0/5	0.0	137	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Kuwi	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Malayalam	142	6	0	0	0	6	0	0/6	0.0	136	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Naiki	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Naikri	142	1	0	0	0	1	0	0/1	0.0	141	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Parji	142	2	0	0	0	2	0	0/2	0.0	140	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Pengo	142	2	0	0	2	0	1	0/2	0.0	140	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Tamil	142	6	0	0	0	6	0	0/6	0.0	136	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Telugu	142	6	0	0	3	3	3	0/6	0.0	136	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-vowel-initial-singleton-apical	Brahui	Toda	142	4	0	0	0	4	0	0/4	0.0	138	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
