Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d2628	f_b4c3upvsu4mpc
languages	All 403 reviewed input families	Pengo	Other only	d2674	f_ap5gsrqkqmxtk
languages	All 403 reviewed input families	Pengo	Missing	d2687	
languages	All 403 reviewed input families	Pengo	Missing	d2698	
languages	All 403 reviewed input families	Pengo	Missing	d276	
languages	All 403 reviewed input families	Pengo	Missing	d277	
languages	All 403 reviewed input families	Pengo	Missing	d281	
languages	All 403 reviewed input families	Pengo	Displaced and retained	d282	f_4zc6skqtlpb42;f_7oqe6b2avjchw;f_sjwr74iuk6bva;f_yhkyhhqqsu4fs
languages	All 403 reviewed input families	Pengo	Missing	d285	
languages	All 403 reviewed input families	Pengo	Missing	d2883	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d291+d295	f_h6aa62zhgpytc
languages	All 403 reviewed input families	Pengo	Missing	d2929	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d296	f_hsfyw4qp3rggm;f_z652u4hkzyg66
languages	All 403 reviewed input families	Pengo	Missing	d298	
languages	All 403 reviewed input families	Pengo	Missing	d2988	
languages	All 403 reviewed input families	Pengo	Missing	d299	
languages	All 403 reviewed input families	Pengo	Missing	d301	
languages	All 403 reviewed input families	Pengo	Missing	d3014	
languages	All 403 reviewed input families	Pengo	Missing	d303	
languages	All 403 reviewed input families	Pengo	Missing	d304	
languages	All 403 reviewed input families	Pengo	Missing	d305	
languages	All 403 reviewed input families	Pengo	Missing	d306	
languages	All 403 reviewed input families	Pengo	Missing	d307	
languages	All 403 reviewed input families	Pengo	Missing	d308	
languages	All 403 reviewed input families	Pengo	Missing	d3095	
languages	All 403 reviewed input families	Pengo	Missing	d310	
languages	All 403 reviewed input families	Pengo	Missing	d3115	
languages	All 403 reviewed input families	Pengo	Missing	d3119	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3122	f_7fneasyubzjjq;f_i3syjb4rrknje;f_jebx33kvthate;f_mdx3kxuul2ez6
languages	All 403 reviewed input families	Pengo	Missing	d313	
languages	All 403 reviewed input families	Pengo	Missing	d314	
languages	All 403 reviewed input families	Pengo	Missing	d315	
languages	All 403 reviewed input families	Pengo	Missing	d3158	
languages	All 403 reviewed input families	Pengo	Missing	d316	
languages	All 403 reviewed input families	Pengo	Missing	d317	
languages	All 403 reviewed input families	Pengo	Missing	d3174	
languages	All 403 reviewed input families	Pengo	Missing	d318	
languages	All 403 reviewed input families	Pengo	Missing	d319	
languages	All 403 reviewed input families	Pengo	Missing	d3192	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d3195	f_xrbhzovsvsnui
languages	All 403 reviewed input families	Pengo	Missing	d321	
languages	All 403 reviewed input families	Pengo	Missing	d322	
languages	All 403 reviewed input families	Pengo	Missing	d3244	
languages	All 403 reviewed input families	Pengo	Missing	d3246	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3259	f_t5c5t2oouvypg
languages	All 403 reviewed input families	Pengo	Missing	d328	
languages	All 403 reviewed input families	Pengo	Missing	d329	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d3305	f_xbgbsgzclphuy
languages	All 403 reviewed input families	Pengo	Missing	d3339	
languages	All 403 reviewed input families	Pengo	Missing	d3340	
languages	All 403 reviewed input families	Pengo	Missing	d3343	
languages	All 403 reviewed input families	Pengo	Missing	d3358	
languages	All 403 reviewed input families	Pengo	Missing	d3364	
languages	All 403 reviewed input families	Pengo	Missing	d3367	
languages	All 403 reviewed input families	Pengo	Missing	d3393	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d3402	f_knblc2d2fv7ro
languages	All 403 reviewed input families	Pengo	Missing	d3411	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3437	f_t4jcvdml33uea
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3451	f_m223si5fx7b5k
languages	All 403 reviewed input families	Pengo	Missing	d3520	
languages	All 403 reviewed input families	Pengo	Missing	d3522	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d3559	f_brw43k6ditbdu
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3754	f_6udh3denuukjg
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d3821	f_qssgngb6rmvuy
languages	All 403 reviewed input families	Pengo	Missing	d3949	
languages	All 403 reviewed input families	Pengo	Missing	d3962	
languages	All 403 reviewed input families	Pengo	Missing	d3972	
languages	All 403 reviewed input families	Pengo	Missing	d3976	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3982	f_bdwuatbhl7uo2
languages	All 403 reviewed input families	Pengo	Missing	d3986	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d3999	f_dpw24h5y7vj2w
languages	All 403 reviewed input families	Pengo	Missing	d4002	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4005	f_cjvvujfahenbo
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4039	f_omdjovmvlhwny
languages	All 403 reviewed input families	Pengo	Missing	d4057	
languages	All 403 reviewed input families	Pengo	Missing	d4175	
languages	All 403 reviewed input families	Pengo	Missing	d4176	
languages	All 403 reviewed input families	Pengo	Missing	d4177	
languages	All 403 reviewed input families	Pengo	Missing	d4183	
languages	All 403 reviewed input families	Pengo	Missing	d4193	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4194	f_4f2opgltdcwgo;f_kjq7vmglr3lk2
languages	All 403 reviewed input families	Pengo	Missing	d4283	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4312	f_vpq6ikprkwq3y
languages	All 403 reviewed input families	Pengo	Missing	d432	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4335	f_xvt7yjev3ogl6
languages	All 403 reviewed input families	Pengo	Missing	d434+d448	
languages	All 403 reviewed input families	Pengo	Missing	d435	
languages	All 403 reviewed input families	Pengo	Missing	d437	
languages	All 403 reviewed input families	Pengo	Missing	d439	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d4410	f_skcgupkssp2hs
languages	All 403 reviewed input families	Pengo	Missing	d4411	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4418	f_m2jcdhju5wwa2
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d442	f_4tl6rayffq456;f_exxipsrxcrr5e
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d443	f_tw5za27cwse4g
languages	All 403 reviewed input families	Pengo	Missing	d4430	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4438	f_33pgfcikaes6g
languages	All 403 reviewed input families	Pengo	Missing	d444	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4449	f_kwbd2cbt2i4ve
languages	All 403 reviewed input families	Pengo	Missing	d445	
languages	All 403 reviewed input families	Pengo	Missing	d446	
languages	All 403 reviewed input families	Pengo	Missing	d447	
languages	All 403 reviewed input families	Pengo	Missing	d449	
languages	All 403 reviewed input families	Pengo	Missing	d451	
languages	All 403 reviewed input families	Pengo	Missing	d452	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d453	f_6jamu5isat5f4
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4536	f_m2wyl73m6ucce
languages	All 403 reviewed input families	Pengo	Missing	d4537	
languages	All 403 reviewed input families	Pengo	Missing	d454	
languages	All 403 reviewed input families	Pengo	Missing	d4545	
languages	All 403 reviewed input families	Pengo	Missing	d455	
languages	All 403 reviewed input families	Pengo	Missing	d4555	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d4559	f_igj427hgchcv6;f_x2p3t4bqlvzbm
languages	All 403 reviewed input families	Pengo	Missing	d457	
languages	All 403 reviewed input families	Pengo	Missing	d4591	
languages	All 403 reviewed input families	Pengo	Missing	d4599	
languages	All 403 reviewed input families	Pengo	Missing	d4608	
languages	All 403 reviewed input families	Pengo	Missing	d4680	
languages	All 403 reviewed input families	Pengo	Missing	d4710	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4711	f_kwtz3jwgmhqmk
languages	All 403 reviewed input families	Pengo	Missing	d4716	
languages	All 403 reviewed input families	Pengo	Missing	d472	
languages	All 403 reviewed input families	Pengo	Missing	d4728	
languages	All 403 reviewed input families	Pengo	Missing	d4737	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d474	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2
languages	All 403 reviewed input families	Pengo	Missing	d475	
languages	All 403 reviewed input families	Pengo	Missing	d4750	
languages	All 403 reviewed input families	Pengo	Missing	d4756	
languages	All 403 reviewed input families	Pengo	Missing	d476	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4760	f_6kfeztthu3224;f_ee4pknchhwesg;f_ojf5vejm3klsu
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4761	f_3xuydtia7rbx2;f_lfjmgkklmr3ha
languages	All 403 reviewed input families	Pengo	Missing	d477	
languages	All 403 reviewed input families	Pengo	Missing	d480	
languages	All 403 reviewed input families	Pengo	Missing	d4806	
languages	All 403 reviewed input families	Pengo	Missing	d481	
languages	All 403 reviewed input families	Pengo	Missing	d483	
languages	All 403 reviewed input families	Pengo	Missing	d4831	
languages	All 403 reviewed input families	Pengo	Missing	d484	
languages	All 403 reviewed input families	Pengo	Missing	d485	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4855	f_ogojb4bysfkr4
languages	All 403 reviewed input families	Pengo	Missing	d486	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d4866	f_iwou7irtppx76;f_se3nuytj7xsuu
languages	All 403 reviewed input families	Pengo	Missing	d4876	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4885	f_kbuoipv3ro5gu
languages	All 403 reviewed input families	Pengo	Missing	d489	
languages	All 403 reviewed input families	Pengo	Missing	d490	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d494	f_ayhnkba4sankw
languages	All 403 reviewed input families	Pengo	Missing	d495	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d4968	f_chmmed7g2zdly
languages	All 403 reviewed input families	Pengo	Missing	d4971	
languages	All 403 reviewed input families	Pengo	Missing	d4973	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d4975	f_4kc3x3eormdxe
languages	All 403 reviewed input families	Pengo	Missing	d4976	
languages	All 403 reviewed input families	Pengo	Missing	d4986	
languages	All 403 reviewed input families	Pengo	Missing	d4989	
languages	All 403 reviewed input families	Pengo	Missing	d499	
languages	All 403 reviewed input families	Pengo	Other only	d4993	f_jedzwg7uc5g4q;f_vr3oyvt3i6kzw
languages	All 403 reviewed input families	Pengo	Missing	d5007	
languages	All 403 reviewed input families	Pengo	Missing	d5017	
languages	All 403 reviewed input families	Pengo	Missing	d502	
languages	All 403 reviewed input families	Pengo	Missing	d504	
languages	All 403 reviewed input families	Pengo	Missing	d5046	
languages	All 403 reviewed input families	Pengo	Missing	d507	
languages	All 403 reviewed input families	Pengo	Missing	d5078	
languages	All 403 reviewed input families	Pengo	Missing	d508	
languages	All 403 reviewed input families	Pengo	Missing	d5082	
languages	All 403 reviewed input families	Pengo	Missing	d5087	
languages	All 403 reviewed input families	Pengo	Missing	d5114	
languages	All 403 reviewed input families	Pengo	Missing	d512	
languages	All 403 reviewed input families	Pengo	Missing	d5123	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d5124	f_vuvmnyvwoz2ri
languages	All 403 reviewed input families	Pengo	Missing	d513	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d5146	f_j6zyprobtoqxc;f_ty2svszhueuuw
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d5153	f_2dkjwijdscvza;f_gswdbdws2e3jm
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d5159	f_6vlxvgk5kc3za;f_kwulyfuzlbqa2;f_ltavfufeqvdik;f_rvbt3wm3oq472;f_w4vlutovafzls
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d516	f_4fffrhsrtjxmc
languages	All 403 reviewed input families	Pengo	Missing	d517	
languages	All 403 reviewed input families	Pengo	Missing	d520	
languages	All 403 reviewed input families	Pengo	Missing	d524	
languages	All 403 reviewed input families	Pengo	Missing	d5250	
languages	All 403 reviewed input families	Pengo	Missing	d5263	
languages	All 403 reviewed input families	Pengo	Missing	d527	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d528	f_crjvg5g5jj6ie
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d529	f_fjfoq5pk4omhw
languages	All 403 reviewed input families	Pengo	Missing	d5295	
languages	All 403 reviewed input families	Pengo	Missing	d533	
languages	All 403 reviewed input families	Pengo	Missing	d536	
languages	All 403 reviewed input families	Pengo	Missing	d5368	
languages	All 403 reviewed input families	Pengo	Missing	d5369	
languages	All 403 reviewed input families	Pengo	Missing	d5372	
languages	All 403 reviewed input families	Pengo	Other only	d5409	f_ygk7fuogyp7he
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d5411	f_q67br233ccmg6;f_qhvokol35qqnq
languages	All 403 reviewed input families	Pengo	Missing	d545	
languages	All 403 reviewed input families	Pengo	Missing	d5555	
languages	All 403 reviewed input families	Pengo	Missing	d558	
languages	All 403 reviewed input families	Pengo	Missing	d560	
languages	All 403 reviewed input families	Pengo	Missing	d561	
languages	All 403 reviewed input families	Pengo	Missing	d562	
languages	All 403 reviewed input families	Pengo	Missing	d570	
languages	All 403 reviewed input families	Pengo	Missing	d572	
languages	All 403 reviewed input families	Pengo	Missing	d586	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d587	f_7xwwafo6xjcyk
languages	All 403 reviewed input families	Pengo	Missing	d588	
languages	All 403 reviewed input families	Pengo	Missing	d589	
languages	All 403 reviewed input families	Pengo	Missing	d590	
languages	All 403 reviewed input families	Pengo	Missing	d592	
languages	All 403 reviewed input families	Pengo	Missing	d593	
languages	All 403 reviewed input families	Pengo	Missing	d61	
languages	All 403 reviewed input families	Pengo	Missing	d63	
languages	All 403 reviewed input families	Pengo	Missing	d64+d88	
languages	All 403 reviewed input families	Pengo	Missing	d648	
languages	All 403 reviewed input families	Pengo	Missing	d649	
languages	All 403 reviewed input families	Pengo	Missing	d651	
languages	All 403 reviewed input families	Pengo	Missing	d655	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d656	f_75nhqix7tuhuk;f_vqdc5sbr6zdl2
languages	All 403 reviewed input families	Pengo	Missing	d657	
languages	All 403 reviewed input families	Pengo	Missing	d658	
languages	All 403 reviewed input families	Pengo	Missing	d661	
languages	All 403 reviewed input families	Pengo	Missing	d663	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d664	f_cpq6nux3vvzzs
languages	All 403 reviewed input families	Pengo	Missing	d665	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d666	f_7w2n6rwxfswso;f_bzyyenctl4dkk
languages	All 403 reviewed input families	Pengo	Missing	d672	
languages	All 403 reviewed input families	Pengo	Missing	d675	
languages	All 403 reviewed input families	Pengo	Missing	d676	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d686+d689	f_7ecn7emlrub4k;f_aul6lex3paddu;f_bkl4nllcw2kvo;f_mw6hee2bpmamm;f_siglok7nkreds
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d688	f_ixih4zctdptes
languages	All 403 reviewed input families	Pengo	Missing	d690	
languages	All 403 reviewed input families	Pengo	Missing	d692	
languages	All 403 reviewed input families	Pengo	Missing	d693	
languages	All 403 reviewed input families	Pengo	Missing	d694	
languages	All 403 reviewed input families	Pengo	Missing	d695	
languages	All 403 reviewed input families	Pengo	Missing	d696	
languages	All 403 reviewed input families	Pengo	Missing	d697	
languages	All 403 reviewed input families	Pengo	Missing	d698	
languages	All 403 reviewed input families	Pengo	Missing	d699	
languages	All 403 reviewed input families	Pengo	Missing	d700	
languages	All 403 reviewed input families	Pengo	Missing	d703	
languages	All 403 reviewed input families	Pengo	Missing	d704	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d705	f_6mr653uxgf3he
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d706	f_6dzykdcxqrk4y
languages	All 403 reviewed input families	Pengo	Missing	d707	
languages	All 403 reviewed input families	Pengo	Missing	d708	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d709	f_mdhhy6c347yr6
languages	All 403 reviewed input families	Pengo	Missing	d710	
languages	All 403 reviewed input families	Pengo	Missing	d711	
languages	All 403 reviewed input families	Pengo	Missing	d712	
languages	All 403 reviewed input families	Pengo	Missing	d713	
languages	All 403 reviewed input families	Pengo	Missing	d715	
languages	All 403 reviewed input families	Pengo	Missing	d718	
languages	All 403 reviewed input families	Pengo	Missing	d719	
languages	All 403 reviewed input families	Pengo	Missing	d72	
languages	All 403 reviewed input families	Pengo	Missing	d721	
languages	All 403 reviewed input families	Pengo	Missing	d722	
languages	All 403 reviewed input families	Pengo	Missing	d723	
languages	All 403 reviewed input families	Pengo	Missing	d75	
languages	All 403 reviewed input families	Pengo	Missing	d76	
languages	All 403 reviewed input families	Pengo	Missing	d77	
