family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
12193	leopard-compound	vyāghrá as first member	băg-bĭăṛṷ leopard is an unaccented compound whose first member is tiger-related. Its compound prominence and second member make it unsuitable as a simple unextended reflex of the old long-root oxytone.	Identify the second component and compare standalone big-cat names.	legacy-animal-compound-unmarked	"[""family_annotations_35.jsonl:22""]"	
12219	dawn-feminine-with-vowel-sequence	vyúṣ	Chilasi zūi and zēī dawn are unaccented and differ in vowel sequence and length. The short old accented nucleus and final feminine or derivative material need historical analysis; a macron cannot be read as accent.	Verify syllabification and dialect provenance and compare temporal noun formations.	legacy-dawn-vowel-sequence-unmarked	"[""family_annotations_35.jsonl:23""]"	
12241	dung-extended-noun	*śakara	šărgū dung is unaccented and has final ū after a metathesized or reduced kar sequence. The broad relation to śákr̥t does not provide a securely accented immediate input for the reconstructed akara formation.	Identify the final ū morphology and compare dung collectives by animal.	legacy-reconstructed-dung-formation-unmarked	"[""family_annotations_35.jsonl:24""]"	
12249	able-adjective-and-uk-extension	śakta	šʌto and šʌtūk strong are unaccented with a short root after kt reduction. They provide a segmental control against universal cluster-induced long vowels; the extra ūk formation must be distinguished from the o adjective.	Compare gender, degree and derivational use of the two forms and recover accent.	legacy-short-cluster-adjective-control	"[""family_annotations_35.jsonl:25""]"	
12258	fear-care-feminine-or-vrddhi	śaṅkā́; *śāṅka	šo̯ṅ care or precaution is unaccented after contraction or vowel change. The old final-accented feminine and reconstructed long-root alternative imply different histories, and neither can be selected from the modern accent because it is missing.	Check diphthong notation, grammatical category and regional worry/care vocabulary.	legacy-input-quantity-alternatives	"[""family_annotations_35.jsonl:26""]"	
12264	throat-anatomical-compound-or-extension	śaṅkha temporal/frontal bone	Palula šaṅgīruṛ inside throat is unaccented and contains substantial extra material. The mismatch between skull bone and throat and the possible compound ending need explanation before a direct etymological link can be trusted.	Read anatomical elicitation and identify īruṛ or an alternative whole-word derivation.	legacy-anatomical-etymology-questionable	"[""family_annotations_35.jsonl:27""]"	
12281	centipede-compound-derivative	śatápad; śatapadī	Chilasi dāṣék has final short accent but no extracted gloss. The segmental relation to hundred-foot is not transparent and may involve a further derivative or a wrongly inherited gloss; the compound accent cannot be evaluated until the word is identified.	Read the original centipede passage and reconstruct the specific consonant and suffix history.	legacy-accented-form-identification-pending	"[""family_annotations_35.jsonl:28""]"	
12290	curse-vow-noun-with-contraction	śapátha	Gilgit ša/šaĩε and Kohistani šăvĕ abuse are unaccented and show major medial loss plus possible number/case endings. The original final-root accent is known, but different grammatical cells and the curse/vow sense split need resolution.	Restore missing glosses and compare the full swear/curse paradigm.	legacy-contracted-noun-unmarked	"[""family_annotations_35.jsonl:29""]"	
12312	wooden-lever-compound	*śambakāṣṭha	ṣʌmvt lever or crowbar is unaccented and reflects a heavily reduced proposed compound. Neither component's separate accent determines the compound, and the exact development of kāṣṭha to final vt needs source support.	Verify vowel transcription and compare wooden implement compounds.	legacy-reconstructed-tool-compound-unmarked	"[""family_annotations_35.jsonl:30""]"	
12322	yoke-pin-compound	*śamyēṣā	šamēṣ and šamīẓe yoke-pin are unaccented; the second may be an inflected or extended form. Turner explicitly questions the compound reconstruction, so its proposed śámyā plus īṣā́ components are hypotheses rather than a supplied compound accent.	Resolve number/case and compare the physical implement and compound phonology.	legacy-questioned-compound-unmarked	"[""family_annotations_35.jsonl:31""]"	
12325	destroyed-denominal-inchoative	śaraṇa	šəroniǰoiki be destroyed is an unaccented derived verb containing an action-noun-like on plus ij morphology. It is not a direct finite reflex of the nominal headword falling apart.	Recover the base noun or verb and productive inchoative accent.	legacy-denominal-verb-unmarked	"[""family_annotations_35.jsonl:32""]"	
12338	sugar-material-name	śarkarā sugar	Gilgit šăkăr and Kohistani šăkhăr are unaccented short-root forms. Turner gives a complex early identification of sugar and gravel names, with a northwest route into Persian; contact and lexical merger are independently at issue, so śárkarā gravel accent cannot simply be borrowed as the sugar input.	Read the complete historical argument and distinguish sugar from gravel families and later Persian transmission.	legacy-material-name-contact-history	"[""family_annotations_35.jsonl:33""]"	
12349	roof-material-noun	śalā́kā and extended variants	Bunji, Dashkin/Astor and Tangir explicitly stress the first syllable of šʌlto/šɛlto roof; Gahorabad is unmarked. This differs from the old medial-accented stake noun, but the unexpected t and roof collective formation must be independently derived before calling it a pure accent shift.	Verify the exact roofing term and consonant history and compare final-o nominal morphology.	survey-initial-stress-formation-residual	"[""family_annotations_35.jsonl:34""]"	
12357	hare-diminutive-noun	śaśá; śaśaka	Palula šašīak and šēšēk hare are unaccented and have a surviving k extension, with different vowel sequences. These are morphologically unlike an unextended śaśá reflex and may reflect dialect-specific diminutive contraction.	Read source syllabification and dialect labels and recover tone or stress.	legacy-hare-extended-noun-unmarked	"[""family_annotations_35.jsonl:35""]"	
12385	shed-causative	śātayati	šīóiki shed has modern ending accent and a preceding long ī sequence. Its transitive causative formation should be compared with intransitive śīyatē12494; the two cannot be merged as identical accent inputs.	Recover valency-paired finite forms and the historical ā-to-ī development.	legacy-causative-ending-accent	"[""family_annotations_35.jsonl:36""]"	
12390	tired-resultative-with-auxiliary	śāntá	Pales šodū́ tired and mō šodōs I am tired show a resultative with person or auxiliary material. Accent on dū may belong to that grammatical material; it cannot be treated as final stress of the bare inherited participle without segmentation.	Identify the resultative stem and copular endings and compare other predicative adjectives.	legacy-resultative-auxiliary-accent	"[""family_annotations_35.jsonl:37""]"	
12424	tree-name-referent-transfer	śiṁśápā; śiśapā; regional *śīśampā	šīsṷ is glossed poplar, whereas the old tree is Dalbergia sissoo. Turner documents regional transmission through Persian for related forms; botanical transfer or borrowing needs evaluation independently of the unmarked modern accent.	Verify the actual tree species and compare the local sissoo and poplar names.	legacy-tree-name-contact-and-referent-uncertain	"[""family_annotations_35.jsonl:38""]"	
12431	inform-send-message-verb	śikṣayati	sic̣oiki and sic̣εgʌs are unaccented verbal forms, the latter explicitly send a message. The different endings likely encode distinct cells; the kṣ affrication is segmental evidence but cannot establish an accent outcome.	Restore cell labels and compare the finite paradigm and source gloss for sic̣oiki.	legacy-verbal-cells-unmarked	"[""family_annotations_35.jsonl:39""]"	
12468	mushroom-extended-noun	śilīndhra	Kohistani šī̃ṭhīli and Guresi šĭnṭīli mushroom are unaccented and differ in nasal realization and first-vowel length. The final ili formation and ndhr development should be distinguished from other mushroom compounds and cannot be assigned the broad headword's missing accent.	Verify species, derivative suffix and dialect-specific quantity.	legacy-mushroom-formation-unmarked	"[""family_annotations_35.jsonl:40""]"	
